Url,Address,Purchase Price,Units,County,Zip,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,
https://www.coldwellbankerhomes.com/ca/oakland/3608-kingsley-st/pid_56064840/,"3608 Kingsley St , Oakland, CA 94610","$1,300,000",4,ALAMEDACOUNTY,94610,"$1,690","$2,010","$2,450","$3,200","$3,780",
https://www.coldwellbankerhomes.com/ca/hayward/164-166-poplar-ave/pid_56044132/,"164 166 Poplar Ave , Hayward, CA 94541","$995,000",3,ALAMEDACOUNTY,94541,"$1,540","$1,830","$2,230","$2,910","$3,440",
https://www.coldwellbankerhomes.com/ca/hayward/21812-thelma-st/pid_55996644/,"21812 Thelma St , Hayward, CA 94541","$1,350,000",4,ALAMEDACOUNTY,94541,"$1,540","$1,830","$2,230","$2,910","$3,440",
PAGE https://www.coldwellbankerhomes.com/ca/alameda-county/kvc-17_2/p_2/,STATUS CODE 200,COLDWELLBANKERHOMES.COM,ITEMS SCRAPED 24,PAGE 2,PAGE 2,PAGE 2,PAGE 2,PAGE 2,PAGE 2,PAGE 2,
https://www.coldwellbankerhomes.com/ca/oakland/7994-macarthur-blvd/pid_55963840/,"7994 MacArthur Blvd , Oakland, CA 94605","$1,800,000",1,ALAMEDACOUNTY,94605,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/476-42nd-st/pid_55949654/,"476 42nd St , Oakland, CA 94609","$1,598,000",4,ALAMEDACOUNTY,94609,"$1,720","$2,050","$2,500","$3,270","$3,850",
https://www.coldwellbankerhomes.com/ca/alameda/1000-santa-clara-ave/pid_55944430/,"1000 Santa Clara Ave , Alameda, CA 94501","$1,395,000",1,ALAMEDACOUNTY,94501,"$1,730","$2,060","$2,510","$3,280","$3,870",
https://www.coldwellbankerhomes.com/ca/oakland/7008-spencer-st/pid_55933108/,"7008 Spencer St , Oakland, CA 94621","$1,299,000",4,ALAMEDACOUNTY,94621,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/2401-ivy-dr/pid_55944981/,"2401 Ivy Dr , Oakland, CA 94606","$1,150,000",5,ALAMEDACOUNTY,94606,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/3417-dakota-st/pid_55949256/,"3417 Dakota St , Oakland, CA 94602","$950,000",4,ALAMEDACOUNTY,94602,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/2527-24th-st/pid_55931534/,"2527 24th St , Oakland, CA 94601","$699,000",2,ALAMEDACOUNTY,94601,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/berkeley/3141-california-st/pid_55926181/,"3141 California St , Berkeley, CA 94703","$1,699,000",1,ALAMEDACOUNTY,94703,"$1,720","$2,050","$2,500","$3,270","$3,850",
https://www.coldwellbankerhomes.com/ca/oakland/5103-fairfax-ave/pid_55920141/,"5103 Fairfax Ave , Oakland, CA 94601","$1,000,000",3,ALAMEDACOUNTY,94601,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/7576-circle-hill-dr/pid_55926812/,"7576 Circle Hill Dr , Oakland, CA 94605","$995,000",1,ALAMEDACOUNTY,94605,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/10740-pippin-st/pid_55924758/,"10740 Pippin St , Oakland, CA 94603","$885,000",4,ALAMEDACOUNTY,94603,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/10741-russet-st/pid_55931529/,"10741 Russet St , Oakland, CA 94603","$795,000",2,ALAMEDACOUNTY,94603,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/berkeley/address-not-provided/pid_55896766/,"[Address not provided] , Berkeley, CA 94703","$7,500,000",2,ALAMEDACOUNTY,94703,"$1,720","$2,050","$2,500","$3,270","$3,850",
https://www.coldwellbankerhomes.com/ca/berkeley/2425-grant-st/pid_55891864/,"2425 Grant St , Berkeley, CA 94703","$3,695,000",10,ALAMEDACOUNTY,94703,"$1,720","$2,050","$2,500","$3,270","$3,850",
https://www.coldwellbankerhomes.com/ca/alameda/537-pacific-ave/pid_55892682/,"537 Pacific Ave , Alameda, CA 94501","$2,225,000",6,ALAMEDACOUNTY,94501,"$1,730","$2,060","$2,510","$3,280","$3,870",
https://www.coldwellbankerhomes.com/ca/oakland/1464-55th-ave/pid_55870161/,"1464 55th Ave , Oakland, CA 94621","$799,000",4,ALAMEDACOUNTY,94621,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/516-wesley-ave/pid_55859638/,"516 Wesley Ave , Oakland, CA 94606","$1,150,000",4,ALAMEDACOUNTY,94606,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/5939-laird-ave/pid_55847592/,"5939 Laird Ave , Oakland, CA 94605","$898,000",1,ALAMEDACOUNTY,94605,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/hayward/341-medford-ave/pid_55855790/,"341 Medford Ave , Hayward, CA 94541","$2,700,000",6,ALAMEDACOUNTY,94541,"$1,540","$1,830","$2,230","$2,910","$3,440",
https://www.coldwellbankerhomes.com/ca/hayward/1018-mckeever-ave/pid_55832122/,"1018 McKeever Ave , Hayward, CA 94541","$1,485,000",4,ALAMEDACOUNTY,94541,"$1,540","$1,830","$2,230","$2,910","$3,440",
https://www.coldwellbankerhomes.com/ca/alameda/2320-lincoln-ave/pid_55830552/,"2320 Lincoln Ave , Alameda, CA 94501","$899,000",1,ALAMEDACOUNTY,94501,"$1,730","$2,060","$2,510","$3,280","$3,870",
https://www.coldwellbankerhomes.com/ca/berkeley/2933-stanton-st/pid_55821599/,"2933 Stanton St , Berkeley, CA 94702","$1,300,000",4,ALAMEDACOUNTY,94702,"$1,520","$1,810","$2,210","$2,890","$3,410",
https://www.coldwellbankerhomes.com/ca/hayward/836-blossom-way/pid_55815680/,"836 Blossom Way , Hayward, CA 94541","$1,099,000",1,ALAMEDACOUNTY,94541,"$1,540","$1,830","$2,230","$2,910","$3,440",
https://www.coldwellbankerhomes.com/ca/berkeley/2215-grant/pid_55775783/,"2215 Grant , Berkeley, CA 94703","$2,100,000",6,ALAMEDACOUNTY,94703,"$1,720","$2,050","$2,500","$3,270","$3,850",
PAGE https://www.coldwellbankerhomes.com/ca/alameda-county/kvc-17_2/p_3/,STATUS CODE 200,COLDWELLBANKERHOMES.COM,ITEMS SCRAPED 48,PAGE 3,PAGE 3,PAGE 3,PAGE 3,PAGE 3,PAGE 3,PAGE 3,
https://www.coldwellbankerhomes.com/ca/san-leandro/16232-lindview-dr/pid_55788054/,"16232 Lindview Dr , San Leandro, CA 94578","$1,449,000",4,ALAMEDACOUNTY,94578,"$1,480","$1,760","$2,150","$2,810","$3,310",
https://www.coldwellbankerhomes.com/ca/hayward/211-rondale-ct/pid_55787365/,"211 Rondale Ct , Hayward, CA 94541","$1,399,000",4,ALAMEDACOUNTY,94541,"$1,540","$1,830","$2,230","$2,910","$3,440",
https://www.coldwellbankerhomes.com/ca/castro-valley/20369-wisteria-st/pid_55773196/,"20369 Wisteria St , Castro Valley, CA 94546","$1,250,000",1,ALAMEDACOUNTY,94546,"$1,600","$1,900","$2,320","$3,030","$3,580",
https://www.coldwellbankerhomes.com/ca/alameda/1601-alameda-ave/pid_55759150/,"1601 Alameda Ave , Alameda, CA 94501","$2,100,000",6,ALAMEDACOUNTY,94501,"$1,730","$2,060","$2,510","$3,280","$3,870",
https://www.coldwellbankerhomes.com/ca/san-lorenzo/310-albion-ave/pid_55749110/,"310 Albion Ave , San Lorenzo, CA 94580","$1,550,000",4,ALAMEDACOUNTY,94580,"$1,670","$1,980","$2,420","$3,160","$3,730",
https://www.coldwellbankerhomes.com/ca/fremont/36933-niles-blvd/pid_55760539/,"36933 Niles Blvd , Fremont, CA 94536","$1,425,000",2,ALAMEDACOUNTY,94536,"$2,030","$2,420","$2,950","$3,860","$4,550",
https://www.coldwellbankerhomes.com/ca/oakland/1234-excelsior-ave/pid_55744809/,"1234 Excelsior Ave , Oakland, CA 94610","$1,295,000",1,ALAMEDACOUNTY,94610,"$1,690","$2,010","$2,450","$3,200","$3,780",
https://www.coldwellbankerhomes.com/ca/oakland/1377-102nd/pid_55762558/,"1377 102nd , Oakland, CA 94603","$799,000",4,ALAMEDACOUNTY,94603,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/alameda/1301-9th-st/pid_55682259/,"1301 9th St , Alameda, CA 94501","$1,495,000",3,ALAMEDACOUNTY,94501,"$1,730","$2,060","$2,510","$3,280","$3,870",
https://www.coldwellbankerhomes.com/ca/oakland/715-louisiana-st/pid_55658501/,"715 Louisiana St , Oakland, CA 94603","$599,000",4,ALAMEDACOUNTY,94603,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/berkeley/1345-ward-st/pid_55646673/,"1345 Ward St , Berkeley, CA 94702","$979,000",2,ALAMEDACOUNTY,94702,"$1,520","$1,810","$2,210","$2,890","$3,410",
https://www.coldwellbankerhomes.com/ca/alameda/1340-pearl-st/pid_55598623/,"1340 Pearl St , Alameda, CA 94501","$1,799,000",2,ALAMEDACOUNTY,94501,"$1,730","$2,060","$2,510","$3,280","$3,870",
https://www.coldwellbankerhomes.com/ca/oakland/9240-macarthur-blvd/pid_55603525/,"9240 MacArthur Blvd , Oakland, CA 94605","$1,250,000",1,ALAMEDACOUNTY,94605,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/270-mather/pid_55610302/,"270 Mather , Oakland, CA 94611","$1,125,000",4,ALAMEDACOUNTY,94611,"$1,620","$1,920","$2,350","$3,070","$3,620",
https://www.coldwellbankerhomes.com/ca/oakland/639-43-elmhurst-ave/pid_55606213/,"639-43 Elmhurst Ave , Oakland, CA 94603","$717,000",1,ALAMEDACOUNTY,94603,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/pleasanton/3527-bernal-ave/pid_55577761/,"3527 Bernal Ave , Pleasanton, CA 94566","$2,500,000",4,ALAMEDACOUNTY,94566,"$2,100","$2,500","$3,050","$3,990","$4,700",
https://www.coldwellbankerhomes.com/ca/hayward/21824-thelma-st/pid_55588393/,"21824 Thelma St , Hayward, CA 94541","$1,298,000",4,ALAMEDACOUNTY,94541,"$1,540","$1,830","$2,230","$2,910","$3,440",
https://www.coldwellbankerhomes.com/ca/berkeley/2112-9th-st/pid_55556435/,"2112 Ninth St , Berkeley, CA 94710","$1,407,000",6,ALAMEDACOUNTY,94710,"$1,630","$1,940","$2,370","$3,100","$3,650",
https://www.coldwellbankerhomes.com/ca/oakland/2901-park-blvd/pid_55502193/,"2901 Park Blvd , Oakland, CA 94610","$1,800,000",2,ALAMEDACOUNTY,94610,"$1,690","$2,010","$2,450","$3,200","$3,780",
https://www.coldwellbankerhomes.com/ca/oakland/4162-rifle-ln/pid_55499246/,"4162 Rifle Ln , Oakland, CA 94605","$1,399,000",1,ALAMEDACOUNTY,94605,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/9630-bancroft-ave/pid_55493460/,"9630 Bancroft Ave , Oakland, CA 94603","$859,950",1,ALAMEDACOUNTY,94603,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/1627-83rd-ave/pid_55475218/,"1627 83rd Ave , Oakland, CA 94621","$375,000",1,ALAMEDACOUNTY,94621,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/856-21st/pid_55458232/,"856 21st , Oakland, CA 94607","$1,398,000",4,ALAMEDACOUNTY,94607,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/3061-pleitner-ave/pid_55439726/,"3061 Pleitner Ave , Oakland, CA 94602","$1,499,999",2,ALAMEDACOUNTY,94602,"$1,390","$1,670","$2,050","$2,710","$3,230",
PAGE https://www.coldwellbankerhomes.com/ca/alameda-county/kvc-17_2/p_4/,STATUS CODE 200,COLDWELLBANKERHOMES.COM,ITEMS SCRAPED 72,PAGE 4,PAGE 4,PAGE 4,PAGE 4,PAGE 4,PAGE 4,PAGE 4,
https://www.coldwellbankerhomes.com/ca/hayward/70-barnes-ct/pid_55427791/,"70 Barnes Ct , Hayward, CA 94544","$539,500",1,ALAMEDACOUNTY,94544,"$1,580","$1,880","$2,290","$2,990","$3,530",
https://www.coldwellbankerhomes.com/ca/oakland/2214-27th-st/pid_55386701/,"2214 27th St , Oakland, CA 94606","$999,000",4,ALAMEDACOUNTY,94606,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/hayward/70-barnes-ct/pid_55393393/,"70 Barnes Ct , Hayward, CA 94544","$899,000",2,ALAMEDACOUNTY,94544,"$1,580","$1,880","$2,290","$2,990","$3,530",
https://www.coldwellbankerhomes.com/ca/oakland/4409-tulip-ave/pid_55397627/,"4409 Tulip Ave , Oakland, CA 94619","$849,999",1,ALAMEDACOUNTY,94619,"$1,430","$1,700","$2,080","$2,720","$3,230",
https://www.coldwellbankerhomes.com/ca/fremont/3742-3742-and-3770-union-st/pid_55356810/,"3742 3742 & 3770 Union St , Fremont, CA 94538","$2,295,000",2,ALAMEDACOUNTY,94538,"$2,120","$2,520","$3,080","$4,030","$4,750",
https://www.coldwellbankerhomes.com/ca/oakland/3020-e-19th-st/pid_55339662/,"3020 E 19th St , Oakland, CA 94601","$950,000",2,ALAMEDACOUNTY,94601,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/7854-sanford-st/pid_55341522/,"7854 Sanford St , Oakland, CA 94605","$899,000",1,ALAMEDACOUNTY,94605,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/1944-103-ave/pid_55293605/,"1944 103 Ave , Oakland, CA 94603","$580,000",1,ALAMEDACOUNTY,94603,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/9415-peach-st/pid_55275757/,"9415 Peach St , Oakland, CA 94603","$799,888",4,ALAMEDACOUNTY,94603,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/alameda/2018-central-ave/pid_55221488/,"2018 Central Ave , Alameda, CA 94501","$1,450,000",4,ALAMEDACOUNTY,94501,"$1,730","$2,060","$2,510","$3,280","$3,870",
https://www.coldwellbankerhomes.com/ca/oakland/860-20th-st/pid_55137169/,"860 20th St , Oakland, CA 94607","$1,395,000",4,ALAMEDACOUNTY,94607,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/903-alice-st/pid_55069747/,"903 Alice St , Oakland, CA 94607","$749,000",4,ALAMEDACOUNTY,94607,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/7732-macarthur-blvd/pid_55081450/,"7732 MacArthur Blvd , Oakland, CA 94605","$2,290,000",8,ALAMEDACOUNTY,94605,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/alameda/1346-pearl-st/pid_55080925/,"1346 Pearl St , Alameda, CA 94501","$1,799,000",1,ALAMEDACOUNTY,94501,"$1,730","$2,060","$2,510","$3,280","$3,870",
https://www.coldwellbankerhomes.com/ca/alameda/1723-central-ave/pid_55053402/,"1723 Central Ave , Alameda, CA 94501","$2,700,000",4,ALAMEDACOUNTY,94501,"$1,730","$2,060","$2,510","$3,280","$3,870",
https://www.coldwellbankerhomes.com/ca/oakland/2883-brookdale-ave/pid_54923414/,"2883 Brookdale Ave , Oakland, CA 94602","$1,100,000",2,ALAMEDACOUNTY,94602,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/5810-martin-luther-king-jr-way/pid_54803600/,"5810 Martin Luther King Jr Way , Oakland, CA 94609","$1,349,000",4,ALAMEDACOUNTY,94609,"$1,720","$2,050","$2,500","$3,270","$3,850",
https://www.coldwellbankerhomes.com/ca/berkeley/2032-parker-st/pid_54705858/,"2032 Parker St , Berkeley, CA 94704","$1,895,000",4,ALAMEDACOUNTY,94704,"$1,660","$1,970","$2,410","$3,150","$3,710",
https://www.coldwellbankerhomes.com/ca/oakland/7800-ney-ave/pid_54714588/,"7800 Ney Ave , Oakland, CA 94605","$850,000",2,ALAMEDACOUNTY,94605,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/2524-108th-ave/pid_54685007/,"2524 108th Ave , Oakland, CA 94603","$988,000",3,ALAMEDACOUNTY,94603,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/6114-foothill-blvd/pid_54650697/,"6114 Foothill Blvd , Oakland, CA 94605","$1,499,999",12,ALAMEDACOUNTY,94605,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/3607-maple-ave/pid_54579942/,"3607 Maple Ave , Oakland, CA 94602","$1,495,000",4,ALAMEDACOUNTY,94602,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/427-douglas-ave/pid_54567030/,"427 Douglas Ave , Oakland, CA 94603","$679,000",2,ALAMEDACOUNTY,94603,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/3608-midvale-ave/pid_54416582/,"3608 Midvale Ave , Oakland, CA 94602","$1,245,000",4,ALAMEDACOUNTY,94602,"$1,390","$1,670","$2,050","$2,710","$3,230",
PAGE https://www.coldwellbankerhomes.com/ca/alameda-county/kvc-17_2/p_5/,STATUS CODE 200,COLDWELLBANKERHOMES.COM,ITEMS SCRAPED 96,PAGE 5,PAGE 5,PAGE 5,PAGE 5,PAGE 5,PAGE 5,PAGE 5,
https://www.coldwellbankerhomes.com/ca/oakland/1655-8th-st/pid_54422656/,"1655 8th St , Oakland, CA 94607","$899,000",2,ALAMEDACOUNTY,94607,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/322-broadway/pid_54352200/,"322 Broadway , Oakland, CA 94607","$2,499,900",1,ALAMEDACOUNTY,94607,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/hayward/24728-fairview-ave/pid_54341013/,"24728 Fairview Ave , Hayward, CA 94542","$1,998,000",1,ALAMEDACOUNTY,94542,"$1,900","$2,250","$2,750","$3,590","$4,240",
https://www.coldwellbankerhomes.com/ca/oakland/19-home-pl/pid_54090790/,"19 Home Pl , Oakland, CA 94610","$2,288,000",10,ALAMEDACOUNTY,94610,"$1,690","$2,010","$2,450","$3,200","$3,780",
https://www.coldwellbankerhomes.com/ca/oakland/2869-38th-ave/pid_54038665/,"2869 38th Ave , Oakland, CA 94619","$998,000",4,ALAMEDACOUNTY,94619,"$1,430","$1,700","$2,080","$2,720","$3,230",
https://www.coldwellbankerhomes.com/ca/castro-valley/20393-anita-ave/pid_54034223/,"20393 Anita Ave , Castro Valley, CA 94546","$1,980,000",1,ALAMEDACOUNTY,94546,"$1,600","$1,900","$2,320","$3,030","$3,580",
https://www.coldwellbankerhomes.com/ca/hayward/23655-fuller-ave/pid_54033074/,"23655 Fuller Ave , Hayward, CA 94541","$874,999",1,ALAMEDACOUNTY,94541,"$1,540","$1,830","$2,230","$2,910","$3,440",
https://www.coldwellbankerhomes.com/ca/oakland/3021-7th-st/pid_54018253/,"3021 7th St , Oakland, CA 94601","$749,000",3,ALAMEDACOUNTY,94601,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/1164-ocean-ave/pid_53919017/,"1164 Ocean Ave , Oakland, CA 94608","$999,000",1,ALAMEDACOUNTY,94608,"$1,830","$2,170","$2,650","$3,460","$4,080",
https://www.coldwellbankerhomes.com/ca/oakland/2825-market-st/pid_53867741/,"2825 Market St , Oakland, CA 94608","$999,888",4,ALAMEDACOUNTY,94608,"$1,830","$2,170","$2,650","$3,460","$4,080",
https://www.coldwellbankerhomes.com/ca/berkeley/3000-claremont/pid_53796422/,"3000 Claremont , Berkeley, CA 94705","$2,850,000",1,ALAMEDACOUNTY,94705,"$1,680","$2,000","$2,440","$3,190","$3,760",
https://www.coldwellbankerhomes.com/ca/oakland/4709-foothill-blvd/pid_53313089/,"4709 Foothill Blvd , Oakland, CA 94601","$1,295,000",4,ALAMEDACOUNTY,94601,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/2344-ivy-dr/pid_53013712/,"2344 Ivy Dr , Oakland, CA 94606","$1,575,000",4,ALAMEDACOUNTY,94606,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/3801-lincoln-ave/pid_52752966/,"3801 Lincoln Ave , Oakland, CA 94602","$1,395,000",6,ALAMEDACOUNTY,94602,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/3328-66th/pid_52722453/,"3328 66th , Oakland, CA 94605","$1,050,000",4,ALAMEDACOUNTY,94605,"$1,390","$1,670","$2,050","$2,710","$3,230",
https://www.coldwellbankerhomes.com/ca/oakland/254-oakland-ave/pid_52525273/,"254 Oakland Ave , Oakland, CA 94611","$770,000",1,ALAMEDACOUNTY,94611,"$1,620","$1,920","$2,350","$3,070","$3,620",
https://www.coldwellbankerhomes.com/ca/hayward/760-fletcher-ln/pid_52251484/,"760 Fletcher Ln , Hayward, CA 94544","$3,900,000",2,ALAMEDACOUNTY,94544,"$1,580","$1,880","$2,290","$2,990","$3,530",
https://www.coldwellbankerhomes.com/ca/oakland/2200-mountain-blvd/pid_52134416/,"2200 Mountain Blvd , Oakland, CA 94611","$1,595,000",4,ALAMEDACOUNTY,94611,"$1,620","$1,920","$2,350","$3,070","$3,620",
https://www.coldwellbankerhomes.com/ca/oakland/754-47th-st/pid_49888203/,"754 47th St , Oakland, CA 94609","$1,200,000",2,ALAMEDACOUNTY,94609,"$1,720","$2,050","$2,500","$3,270","$3,850",
